,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %
651,Na1.05O2.9P0.95,52.5,0.0,47.5,32.551119582695485,0.0
652,Na1.05O2.85Fe0.05P0.9,52.5,2.5,45.0,32.40730958541093,3.976054919217735
653,Na1.05O2.8Fe0.1P0.85,52.5,5.0,42.5,32.26476469654438,7.917132155077125
654,Na1.05O2.75Fe0.15P0.8,52.5,7.5,40.0,32.123468295308285,11.82369123866373
655,Na1.05O2.7Fe0.2P0.75,52.5,10.0,37.5,31.98340405079387,15.696183686502083
656,Na1.05O2.65Fe0.25P0.7,52.5,12.5,35.0,31.844555915678956,19.53505317452196
657,Na1.05O2.6Fe0.3P0.65,52.5,15.0,32.5,31.70690812009896,23.34073570751288
658,Na1.05O2.55Fe0.35P0.6,52.5,17.5,30.0,31.5704451656762,27.11365978420274
659,Na1.05O2.5Fe0.4P0.55,52.5,20.0,27.500000000000004,31.43515181970262,30.854246558091774
660,Na1.05O2.45Fe0.45P0.5,52.5,22.5,25.0,31.30101310947161,34.56290999416877
661,Na1.05O2.4Fe0.5P0.45,52.5,25.0,22.5,31.168014316754128,38.24005702163185
662,Na1.05O2.35Fe0.55P0.4,52.5,27.500000000000004,20.0,31.036140972415254,41.886087682732345
663,Na1.05O2.3Fe0.6P0.35,52.5,30.0,17.5,30.90537885116673,45.50139527785589
664,Na1.05O2.25Fe0.65P0.3,52.5,32.5,15.0,30.77571396645159,49.08636650695144
665,Na1.05O2.2Fe0.7P0.25,52.5,35.0,12.5,30.647132565457063,52.641381607414864
666,Na1.05O2.15Fe0.75P0.2,52.5,37.5,10.0,30.519621124251955,56.166814488530505
667,Na1.05O2.1Fe0.8P0.15,52.5,40.0,7.5,30.393166343044903,59.66303286257042
668,Na1.05O2.05Fe0.85P0.1,52.5,42.5,5.0,30.267755141560063,63.13039837264789
669,Na1.05O2Fe0.9P0.05,52.5,45.0,2.5,30.143374654526777,66.56926671741867
670,Na1.05O1.95Fe0.95,52.5,47.5,0.0,30.02001222727998,69.97998777272002
671,Na1.1O2.8P0.9,55.00000000000001,0.0,45.0,34.797075347259344,0.0
672,Na1.1O2.75Fe0.05P0.85,55.00000000000001,2.5,42.5,34.64021969796086,4.056828496679854
673,Na1.1O2.7Fe0.1P0.8,55.00000000000001,5.0,40.0,34.48477182707329,8.077246984539697
674,Na1.1O2.65Fe0.15P0.75,55.00000000000001,7.5,37.5,34.330712867061806,12.061743443153905
675,Na1.1O2.6Fe0.2P0.7,55.00000000000001,10.0,35.0,34.17802428605103,16.01079717078469
676,Na1.1O2.55Fe0.25P0.65,55.00000000000001,12.5,32.5,34.02668788039373,19.924878976581407
677,Na1.1O2.5Fe0.3P0.6,55.00000000000001,15.0,30.0,33.87668576743608,23.8044513676962
678,Na1.1O2.45Fe0.35P0.55,55.00000000000001,17.5,27.500000000000004,33.72800037847342,27.64996873147202
679,Na1.1O2.4Fe0.4P0.5,55.00000000000001,20.0,25.0,33.58061445189072,31.461877512854
680,Na1.1O2.35Fe0.45P0.45,55.00000000000001,22.5,22.5,33.434511026482106,35.24061638716932
681,Na1.1O2.3Fe0.5P0.4,55.00000000000001,25.0,20.0,33.28967343494408,38.98661642841641
682,Na1.1O2.25Fe0.55P0.35,55.00000000000001,27.500000000000004,17.5,33.146085297536985,42.70030127319871
683,Na1.1O2.2Fe0.6P0.3,55.00000000000001,30.0,15.0,33.00373051591001,46.382087280434135
684,Na1.1O2.15Fe0.65P0.25,55.00000000000001,32.5,12.5,32.86259326708442,50.03238368696669
685,Na1.1O2.1Fe0.7P0.2,55.00000000000001,35.0,10.0,32.72265799759076,53.65159275920224
686,Na1.1O2.05Fe0.75P0.15,55.00000000000001,37.5,7.5,32.58390941775492,57.24010994088668
687,Na1.1O2Fe0.8P0.1,55.00000000000001,40.0,5.0,32.446332496129216,60.79832399714028
688,Na1.1O1.95Fe0.85P0.05,55.00000000000001,42.5,2.5,32.30991245406379,64.32661715485844
689,Na1.1O1.9Fe0.9,55.00000000000001,45.0,0.0,32.17463476041446,67.82536523958554
690,Na1.15O2.7P0.85,57.49999999999999,0.0,42.5,37.13660713146344,0.0
691,Na1.15O2.65Fe0.05P0.8,57.49999999999999,2.5,40.0,36.9657342321779,4.140951958396078
692,Na1.15O2.6Fe0.1P0.75,57.49999999999999,5.0,37.5,36.79642657116019,8.243971766652287
693,Na1.15O2.55Fe0.15P0.7,57.49999999999999,7.5,35.0,36.62866273950784,12.30957825038105
694,Na1.15O2.5Fe0.2P0.65,57.49999999999999,10.0,32.5,36.46242171697989,16.338280816330567
695,Na1.15O2.45Fe0.25P0.6,57.49999999999999,12.5,30.0,36.29768286321693,20.330579665159043
696,Na1.15O2.4Fe0.3P0.55,57.49999999999999,15.0,27.500000000000004,36.13442590919811,24.28696599846697
697,Na1.15O2.35Fe0.35P0.5,57.49999999999999,17.5,25.0,35.972630948927616,28.207922220267346
