Unnamed: 0,overall_composition,Na2O at %,Fe2O3 at %,P2O5 at %,Na2O wt %,Fe2O3 wt %,K_W_Tc,gamma_Tc,H_prime_Tc
183,Na0.2O3.35Fe1.25P0.55,10.0,62.5,27.500000000000004,4.273296643357806,68.81319938054877,0.12990632463237506,0.465942892321213,0.19918551785235586
184,Na0.2O3.3Fe1.3P0.5,10.0,65.0,25.0,4.260266796480405,71.34751398400189,0.12910467666903386,0.46577921442453324,0.19647290053917246
185,Na0.2O3.25Fe1.35P0.45,10.0,67.5,22.5,4.247316167511407,73.86642064720714,0.12641672352085664,0.4647527333196706,0.19127791284684356
186,Na0.2O3.2Fe1.4P0.4,10.0,70.0,20.0,4.234444036205408,76.37005945841476,0.12447352929536,0.4619256869158502,0.19173676381489912
187,Na0.2O3.15Fe1.45P0.35,10.0,72.5,17.5,4.221649691021871,78.85856881277205,0.1273960050777607,0.46456705561485057,0.18031014894813327
188,Na0.2O3.1Fe1.5P0.3,10.0,75.0,15.0,4.208932428994011,81.33208543782474,0.12691134174037455,0.4634670422274144,0.18013599373119127
189,Na0.2O3.05Fe1.55P0.25,10.0,77.5,12.5,4.19629155560005,83.790744418559,0.13320235363568922,0.4599850614824982,0.19124156245023538
190,Na0.2O3Fe1.6P0.2,10.0,80.0,10.0,4.1837263846367785,86.2346792219934,0.127061336031374,0.4593875163697981,0.19212516806531568
191,Na0.2O2.95Fe1.65P0.15,10.0,82.5,7.5,4.171236238095384,88.66402172133037,0.14405713623304922,0.4703656581196114,0.19579585357924817
192,Na0.2O2.9Fe1.7P0.1,10.0,85.0,5.0,4.158820446039495,91.07890221967644,0.17029915220068034,0.49399881709120946,0.21654293329785712
193,Na0.2O2.85Fe1.75P0.05,10.0,87.5,2.5,4.146478346485403,93.47944947334004,0.18419094740727254,0.49837072299016094,0.2254008965692894
194,Na0.2O2.8Fe1.8,10.0,90.0,0.0,4.134209285284404,95.8657907147156,0.07797115969729718,0.44261033898314905,0.07957182904838828
195,Na0.25O4.5P1.75,12.5,0.0,87.5,5.871493946121726,0.0,0.16397307198271005,0.4830395674491716,0.3138132468560526
196,Na0.25O4.45Fe0.05P1.7,12.5,2.5,85.0,5.85182101318302,3.0154332617772823,0.19932977242408725,0.5133689612700832,0.2673371126199665
197,Na0.25O4.4Fe0.1P1.65,12.5,5.0,82.5,5.832279471630217,6.010727078328206,0.20944574640262478,0.5207964569267959,0.23634836718344768
198,Na0.25O4.35Fe0.15P1.6,12.5,7.5,80.0,5.81286800954115,8.986082538821803,0.21219847797714636,0.5269573153967757,0.23071108889712005
199,Na0.25O4.3Fe0.2P1.55,12.5,10.0,77.5,5.793585332401494,11.941698064183129,0.20644549311090812,0.5251054983091703,0.2339647184336431
200,Na0.25O4.25Fe0.25P1.5,12.5,12.5,75.0,5.7744301628169925,14.877769451202946,0.20929954289293945,0.5187843717299822,0.23820999241317817
201,Na0.25O4.2Fe0.3P1.45,12.5,15.0,72.5,5.755401240231366,17.794489915775305,0.21352776202990464,0.5243847697139405,0.2292237840283449
202,Na0.25O4.15Fe0.35P1.4,12.5,17.5,70.0,5.736497320649795,20.692050135282987,0.20000108678959744,0.5137015651697631,0.23218488134325344
203,Na0.25O4.1Fe0.4P1.35,12.5,20.0,67.5,5.717717176367814,23.570638290150384,0.19237649425552875,0.5059358224388046,0.22874716254161614
204,Na0.25O4.05Fe0.45P1.3,12.5,22.5,65.0,5.699059595705538,26.430440104582864,0.18839104733011658,0.49962773523839454,0.236299479568328
205,Na0.25O4Fe0.5P1.25,12.5,25.0,62.5,5.680523382747053,29.27163888651106,0.1846443884136828,0.49363605469570365,0.24786210624685961
206,Na0.25O3.95Fe0.55P1.2,12.5,27.500000000000004,60.0,5.662107357084886,32.094415566758194,0.18067194294068117,0.4817977139057823,0.2615620859831157
207,Na0.25O3.9Fe0.6P1.15,12.5,30.0,57.49999999999999,5.643810353569433,34.898948737447995,0.17186314744403597,0.4681093688654145,0.264336713390842
208,Na0.25O3.85Fe0.65P1.1,12.5,32.5,55.00000000000001,5.62563122206322,37.685414689670296,0.1639323553434574,0.4678622102112431,0.27782576080430393
209,Na0.25O3.8Fe0.7P1.05,12.5,35.0,52.5,5.607568827199912,40.45398745042112,0.13363124983455787,0.4636051040213408,0.2518594362577927
210,Na0.25O3.75Fe0.75P1,12.5,37.5,50.0,5.589622048147929,43.20483881883323,0.13543469656764662,0.46464143745446235,0.25253935556090407
211,Na0.25O3.7Fe0.8P0.95,12.5,40.0,47.5,5.571789778378608,45.93813840171342,0.13475720686960424,0.46660101709589114,0.14398407007825847
212,Na0.25O3.65Fe0.85P0.9,12.5,42.5,45.0,5.554070925438779,48.65405364840149,0.1307672469036606,0.4671060758918044,0.13921362669407877
213,Na0.25O3.6Fe0.9P0.85,12.5,45.0,42.5,5.53646441072766,51.35274988496639,0.12998177337174968,0.4661226866027125,0.14371518645923367
214,Na0.25O3.55Fe0.95P0.8,12.5,47.5,40.0,5.518969169277997,54.03439034775388,0.1291548281662399,0.4666847656778959,0.14157188004891263
215,Na0.25O3.5Fe1P0.75,12.5,50.0,37.5,5.501584149541329,56.69913621630022,0.12842565008790285,0.4662310299068439,0.14448313735742208
216,Na0.25O3.45Fe1.05P0.7,12.5,52.5,35.0,5.484308313177301,59.34714664562564,0.12842565008790285,0.46497456595238396,0.14583253695695084
217,Na0.25O3.4Fe1.1P0.65,12.5,55.00000000000001,32.5,5.467140634846939,61.978578797921344,0.1299012119204965,0.4645747180851828,0.14963639171466084
218,Na0.25O3.35Fe1.15P0.6,12.5,57.49999999999999,30.0,5.45008010200979,64.59358787364322,0.1310777717510223,0.4636078509703495,0.17620565184046805
219,Na0.25O3.3Fe1.2P0.55,12.5,60.0,27.500000000000004,5.43312571472485,67.19232714202518,0.12968831221378718,0.4626200914119626,0.18900638438242212
220,Na0.25O3.25Fe1.25P0.5,12.5,62.5,25.0,5.416276485455201,69.7749479710247,0.12787967543719825,0.4655660423294455,0.177299910984111
221,Na0.25O3.2Fe1.3P0.45,12.5,65.0,22.5,5.399531438876261,72.34159985671289,0.12700273033063086,0.4627018418177978,0.1798920541258578
222,Na0.25O3.15Fe1.35P0.4,12.5,67.5,20.0,5.382889611687592,74.89243045212113,0.12421111690938771,0.4617340457206995,0.17855898292628503
223,Na0.25O3.1Fe1.4P0.35,12.5,70.0,17.5,5.366350052428168,77.4275855955558,0.12269627082958959,0.46470982087210694,0.1773001662934368
224,Na0.25O3.05Fe1.45P0.3,12.5,72.5,15.0,5.349911821295045,79.94720933839268,0.12604667774016381,0.46626154623270316,0.1747738999080737
225,Na0.25O3Fe1.5P0.25,12.5,75.0,12.5,5.333573989965352,82.45144397236206,0.13111541218728592,0.46478041880146526,0.16719707508960785
226,Na0.25O2.95Fe1.55P0.2,12.5,77.5,10.0,5.31733564142153,84.94043005633536,0.15301092603030114,0.47996001200551963,0.1583163934485908
227,Na0.25O2.9Fe1.6P0.15,12.5,80.0,7.5,5.301195869779752,87.41430644262397,0.15610965681975617,0.4785879530956266,0.18546760392261155
228,Na0.25O2.85Fe1.65P0.1,12.5,82.5,5.0,5.285153780121476,89.87321030280067,0.17172153685770483,0.4942645529616533,0.20041323703399772
229,Na0.25O2.8Fe1.7P0.05,12.5,85.0,2.5,5.269208488328018,92.31727715305344,0.18365173386246444,0.4968300967274366,0.22055251119780933
230,Na0.25O2.75Fe1.75,12.5,87.5,0.0,5.253359120918139,94.74664087908188,0.07534288073237981,0.4447426190233374,0.07968151636182512
231,Na0.3O4.4P1.7,15.0,0.0,85.0,7.154184867238772,0.0,0.1644663110738458,0.4854896972373065,0.30957557976917544
232,Na0.3O4.35Fe0.05P1.65,15.0,2.5,82.5,7.129846661275691,3.0616647258673884,0.20002615282275232,0.5185416457314541,0.2540002691872508
233,Na0.3O4.3Fe0.1P1.6,15.0,5.0,80.0,7.1056734887779776,6.102568795001295,0.20789254516623287,0.5205775145574253,0.24990557780746506
234,Na0.3O4.25Fe0.15P1.55,15.0,7.5,77.5,7.081663676819426,9.122922655910967,0.205222288963755,0.5201212384463447,0.23796088074785623
235,Na0.3O4.2Fe0.2P1.5,15.0,10.0,75.0,7.057815575008708,12.122933922292992,0.20750890020332016,0.5206321359113831,0.23692370930592366
236,Na0.3O4.15Fe0.25P1.45,15.0,12.5,72.5,7.034127555111214,15.102807420603428,0.21212314322378029,0.5220104684522664,0.24758847890217758
237,Na0.3O4.1Fe0.3P1.4,15.0,15.0,70.0,7.010598010678469,18.062745236675205,0.20764160723148237,0.5159495524232285,0.24627329274091916
238,Na0.3O4.05Fe0.35P1.35,15.0,17.5,67.5,6.987225356684972,21.00294676140295,0.1906232386753703,0.5052003016430813,0.2621319486404238
239,Na0.3O4Fe0.4P1.3,15.0,20.0,65.0,6.964008029172278,23.923608735517064,0.1911346330014686,0.5028421936114317,0.24525698328897513
240,Na0.3O3.95Fe0.45P1.25,15.0,22.5,62.5,6.9409444849001325,26.824925293468016,0.18616662529457528,0.4948117544692905,0.23556882374490884
241,Na0.3O3.9Fe0.5P1.2,15.0,25.0,60.0,6.918033201004542,29.707088006441584,0.17653421037217307,0.4787194959290356,0.2460998216043226
242,Na0.3O3.85Fe0.55P1.15,15.0,27.500000000000004,57.49999999999999,6.895272674662575,32.57028592452492,0.17376940983081632,0.46583856165436666,0.2433126412784483
243,Na0.3O3.8Fe0.6P1.1,15.0,30.0,55.00000000000001,6.872661422763766,35.41470561804292,0.15973997469245144,0.4642364810052544,0.23763232858013292
244,Na0.3O3.75Fe0.65P1.05,15.0,32.5,52.5,6.8501979815879634,38.24053121808414,0.13987981514099426,0.46225963604310166,0.24496643429377488
245,Na0.3O3.7Fe0.7P1,15.0,35.0,50.0,6.827880906489475,41.047944456234255,0.13534891802824284,0.4615060321486546,0.24041973684647033
246,Na0.3O3.65Fe0.75P0.95,15.0,37.5,47.5,6.80570877158736,43.8371247035356,0.13339100159792522,0.463634025586197,0.20844855163015133
247,Na0.3O3.6Fe0.8P0.9,15.0,40.0,45.0,6.783680169461751,46.60824900869,0.1311859877042043,0.4642988057201275,0.15386277635386317
248,Na0.3O3.55Fe0.85P0.85,15.0,42.5,42.5,6.761793710856034,49.361492135522006,0.12701534239869808,0.463879786099377,0.14760902328418152
249,Na0.3O3.5Fe0.9P0.8,15.0,45.0,40.0,6.740048024384802,52.09702659971942,0.12717357936385143,0.46261457138122913,0.14637388608754917
250,Na0.3O3.45Fe0.95P0.75,15.0,47.5,37.5,6.718441756247396,54.81502270486695,0.126442340548864,0.46292505303410664,0.1467119417362523
251,Na0.3O3.4Fe1P0.7,15.0,50.0,35.0,6.696973569946955,57.515648577789136,0.1307172573114454,0.4637952154493304,0.14171555183354587
252,Na0.3O3.35Fe1.05P0.65,15.0,52.5,32.5,6.675642146014843,60.19907020321785,0.13033535009901243,0.464424972779772,0.1471696585315087
253,Na0.3O3.3Fe1.1P0.6,15.0,55.00000000000001,30.0,6.654446181740305,62.86545145779924,0.12861588676335198,0.46429340649686773,0.15666224132450773
254,Na0.3O3.25Fe1.15P0.55,15.0,57.49999999999999,27.500000000000004,6.633384390905269,65.5149541434549,0.12782780578150024,0.4650915742393107,0.17372958099218302
255,Na0.3O3.2Fe1.2P0.5,15.0,60.0,25.0,6.612455503524174,68.14773802011165,0.12716100832721441,0.4608236543130566,0.18294606733086746
256,Na0.3O3.15Fe1.25P0.45,15.0,62.5,22.5,6.591658265588691,70.76396083781341,0.125858123230431,0.4639246977525741,0.18227610145980347
257,Na0.3O3.1Fe1.3P0.4,15.0,65.0,20.0,6.570991438817265,73.36377836822922,0.12458355845778366,0.4644098665665614,0.1838124109216589
258,Na0.3O3.05Fe1.35P0.35,15.0,67.5,17.5,6.550453800409336,75.94734443557027,0.12091424425684433,0.4645176736137948,0.17980144747343246
259,Na0.3O3.0Fe1.4P0.3,15.0,70.0,15.0,6.530044142804174,78.51481094692897,0.12373767908673926,0.46563101046909816,0.18280523797694692
260,Na0.3O2.95Fe1.45P0.25,15.0,72.5,12.5,6.509761273444183,81.06632792205262,0.15118203935420638,0.4895218574296136,0.1774583667915191
261,Na0.3O2.9Fe1.5P0.2,15.0,75.0,10.0,6.489604014542636,83.60204352256395,0.16203260527245802,0.4855774581022818,0.16150532731162637
262,Na0.3O2.85Fe1.55P0.15,15.0,77.5,7.5,6.469571202855678,86.12210408064036,0.15334809779719985,0.4834509422247305,0.19403320509146524
263,Na0.3O2.8Fe1.6P0.1,15.0,80.0,5.0,6.449661689458564,88.62665412716373,0.16786829600163938,0.49098047555563795,0.20033816695602394
264,Na0.3O2.75Fe1.65P0.05,15.0,82.5,2.5,6.429874339525998,91.11583641935196,0.17880755051830047,0.49588895060303995,0.22319324025431608
265,Na0.3O2.7Fe1.7,15.0,85.0,0.0,6.410208032116518,93.58979196788349,0.0717077623917416,0.44048945635702963,0.07921397587298598
266,Na0.35O4.3P1.65,17.5,0.0,82.5,8.476958122200017,0.0,0.1613030984521634,0.49306877283444656,0.33202431042282854
267,Na0.35O4.25Fe0.05P1.6,17.5,2.5,80.0,8.447670882104005,3.1093358686439214,0.20007337726971675,0.5134860571306075,0.265885612100461
268,Na0.35O4.2Fe0.1P1.55,17.5,5.0,77.5,8.418585315577449,6.197260677003183,0.20474873162499513,0.517687787489216,0.2550765376215694
269,Na0.35O4.15Fe0.15P1.5,17.5,7.5,75.0,8.389699346664745,9.26399482287572,0.20423484043033743,0.520531481912764,0.2490650493968886
270,Na0.35O4.1Fe0.2P1.45,17.5,10.0,72.5,8.36101092780505,12.309755689475008,0.20783515495966753,0.5147112520763084,0.23669432690131015
271,Na0.35O4.05Fe0.25P1.4,17.5,12.5,70.0,8.332518039348468,15.334757696795965,0.21301776395578986,0.5175209198931442,0.2092506656533862
272,Na0.35O4Fe0.3P1.35,17.5,15.0,67.5,8.304218689082074,18.339212351934187,0.20265452431094266,0.5103010467375052,0.20217226011387826
273,Na0.35O3.95Fe0.35P1.3,17.5,17.5,65.0,8.276110911765594,21.32332829838328,0.18337560842620326,0.4995651120421756,0.18129092362223506
274,Na0.35O3.9Fe0.4P1.25,17.5,20.0,62.5,8.248192768676446,24.287311364334315,0.18414442918481824,0.49899606932514196,0.17964353432192534
275,Na0.35O3.85Fe0.45P1.2,17.5,22.5,60.0,8.220462347163993,27.231364610001147,0.1746513497996423,0.48650896256863974,0.1941924074561308
276,Na0.35O3.8Fe0.5P1.15,17.5,25.0,57.49999999999999,8.192917760212731,30.155688373994145,0.16672548594741884,0.470961529145576,0.182833369020147
277,Na0.35O3.75Fe0.55P1.1,17.5,27.500000000000004,55.00000000000001,8.165557146014251,33.06048031876478,0.16046024120535113,0.46703865711846293,0.20242541947639797
278,Na0.35O3.7Fe0.6P1.05,17.5,30.0,52.5,8.138378667547734,35.94593547514268,0.14826030874954174,0.4660043061126889,0.22703962926067583
279,Na0.35O3.65Fe0.65P1,17.5,32.5,50.0,8.111380512168791,38.81224628598613,0.13271001758699824,0.4638319274570967,0.23280687019034293
280,Na0.35O3.6Fe0.7P0.95,17.5,35.0,47.5,8.08456089120649,41.65960264896669,0.13130123697900106,0.4666259208886455,0.21232384405589982
281,Na0.35O3.55Fe0.75P0.9,17.5,37.5,45.0,8.057918039568312,44.488191958507805,0.13136405888632274,0.4647392788765357,0.15380163124589802
282,Na0.35O3.5Fe0.8P0.85,17.5,40.0,42.5,8.031450215352926,47.29819914689682,0.12989580189084893,0.46305681553164035,0.14210793750482942
283,Na0.35O3.45Fe0.85P0.8,17.5,42.5,40.0,8.005155699470539,50.0898067245895,0.12987201341033075,0.4623027532662088,0.1416198345830536
284,Na0.35O3.4Fe0.9P0.75,17.5,45.0,37.5,7.979032795270714,52.86319481972536,0.13101261425422045,0.46434056595454676,0.14426825660930928
285,Na0.35O3.35Fe0.95P0.7,17.5,47.5,35.0,7.953079828177421,55.6185412168718,0.13120949283791858,0.46512403448597217,0.1467125120162448
286,Na0.35O3.3Fe1P0.65,17.5,50.0,32.5,7.927295145331207,58.35602139501458,0.12898930887713164,0.4658956765563915,0.1510584205814496
287,Na0.35O3.25Fe1.05P0.6,17.5,52.5,30.0,7.901677115238293,61.075808564811695,0.12423490336474803,0.466742423785458,0.1543002213028529
288,Na0.35O3.2Fe1.1P0.55,17.5,55.00000000000001,27.500000000000004,7.876224127426455,63.778073705127234,0.12278459448550776,0.4639805852451153,0.16642159686727231
289,Na0.35O3.15Fe1.15P0.5,17.5,57.49999999999999,25.0,7.850934592107543,66.46298559886128,0.12328348291619731,0.46325783981513263,0.17390876717105802
290,Na0.35O3.1Fe1.2P0.45,17.5,60.0,22.5,7.825806939846474,69.13071086809202,0.12323828720866051,0.46494609702565654,0.1790324912138897
291,Na0.35O3.05Fe1.25P0.4,17.5,62.5,20.0,7.800839621236551,71.78141400854483,0.12110621300611722,0.4691214710210837,0.18055878296410136
292,Na0.35O3Fe1.3P0.35,17.5,65.0,17.5,7.776031106581001,74.41525742340389,0.12053771794144665,0.46759813578922904,0.1789209940141175
293,Na0.35O2.95Fe1.35P0.3,17.5,67.5,15.0,7.751379885580553,77.03240145648056,0.1427763952456489,0.49270944974343955,0.17483376369880768
294,Na0.35O2.9Fe1.4P0.25,17.5,70.0,12.5,7.7268844670269425,79.63300442475287,0.15680988339518798,0.4950110940467373,0.1706080213225878
295,Na0.35O2.85Fe1.45P0.2,17.5,72.5,10.0,7.702543378502208,82.21722265029,0.16129629653369515,0.48297795194116383,0.14979704288084633
296,Na0.35O2.8Fe1.5P0.15,17.5,75.0,7.5,7.678355166083663,84.78521049157516,0.15523056478240121,0.479606057964208,0.18230184290719126
297,Na0.35O2.75Fe1.55P0.1,17.5,77.5,5.0,7.6543183940544015,87.33712037424037,0.1635321834141733,0.48441406958261424,0.19165965496848905
298,Na0.35O2.7Fe1.6P0.05,17.5,80.0,2.5,7.630431644619218,89.8731028212254,0.17715265919378312,0.49737898164678734,0.21113840982142387
299,Na0.35O2.65Fe1.65,17.5,82.5,0.0,7.60669351762585,92.39330648237414,0.07292958318893067,0.43026650201542904,0.07881417848494392
300,Na0.4O4.2P1.6,20.0,0.0,80.0,9.841722308557232,0.0,0.16029104331465224,0.49182627391371697,0.37460641000713113
301,Na0.4O4.15Fe0.05P1.55,20.0,2.5,77.5,9.807182110454784,3.1585150025896263,0.1958270963596788,0.5153715769799825,0.3201622238592148
302,Na0.4O4.1Fe0.1P1.5,20.0,5.0,75.0,9.772883506838944,6.2949374911689295,0.20465847568914883,0.5175788525013205,0.31163914860944625
303,Na0.4O4.05Fe0.15P1.45,20.0,7.5,72.5,9.738823971762518,9.409498449998184,0.20934447155308555,0.5187175229871531,0.28880606165628725
304,Na0.4O4Fe0.2P1.4,20.0,10.0,70.0,9.705001014368795,12.502425654502265,0.20401324738589868,0.5187867070000381,0.20552209353399864
305,Na0.4O3.95Fe0.25P1.35,20.0,12.5,67.5,9.671412178284305,15.573943726799232,0.19828147162706763,0.5078400742644831,0.19460048963814483
306,Na0.4O3.9Fe0.3P1.3,20.0,15.0,65.0,9.638055041024147,18.62427419007987,0.1971393261676412,0.5047001380770468,0.1672785402306188
307,Na0.4O3.85Fe0.35P1.25,20.0,17.5,62.5,9.60492721340959,21.65363552186564,0.17786460677378663,0.4976146141863386,0.1575145510418204
308,Na0.4O3.8Fe0.4P1.2,20.0,20.0,60.0,9.572026338997633,24.66224320617216,0.17954462769086998,0.49624761245800597,0.12641822917169054
309,Na0.4O3.75Fe0.45P1.15,20.0,22.5,57.49999999999999,9.53935009352223,27.650309784604133,0.16323136474993,0.4705346843622546,0.1727822072092248
310,Na0.4O3.7Fe0.5P1.1,20.0,25.0,55.00000000000001,9.50689618434699,30.61804490640745,0.15639428137057754,0.46529411351264416,0.20340747314566013
311,Na0.4O3.65Fe0.55P1.05,20.0,27.500000000000004,52.5,9.474662349928913,33.56565537750292,0.15794675391402982,0.4663615809700318,0.2257833323771481
312,Na0.4O3.6Fe0.6P1,20.0,30.0,50.0,9.442646359293072,36.49334520852589,0.1342275028211581,0.464287143368441,0.23303448623102185
313,Na0.4O3.55Fe0.65P0.95,20.0,32.5,47.5,9.410846011517902,39.40131566189521,0.13326808375959875,0.46146749015758654,0.22641533144414058
314,Na0.4O3.5Fe0.7P0.9,20.0,35.0,45.0,9.379259135230807,42.289765297934245,0.1304875907260595,0.4618773073995559,0.1489055486333877
315,Na0.4O3.45Fe0.75P0.85,20.0,37.5,42.5,9.347883588113945,45.158890020066224,0.1292565089797339,0.46130643645703384,0.13620403085755442
316,Na0.4O3.4Fe0.8P0.8,20.0,40.0,40.0,9.316717256419867,48.00888311910538,0.127176878436771,0.4610444810950117,0.13148227266699083
317,Na0.4O3.35Fe0.85P0.75,20.0,42.5,37.5,9.285758054496837,50.8399353166652,0.13120979717036244,0.46129267360798737,0.13292951011243137
318,Na0.4O3.3Fe0.9P0.7,20.0,45.0,35.0,9.255003924323558,53.65223480770388,0.1288519054997595,0.4642235470424587,0.13192946619473203
319,Na0.4O3.25Fe0.95P0.65,20.0,47.5,32.5,9.224452835053135,56.44596730222729,0.128656256126838,0.4640727731100122,0.1366163971535222
320,Na0.4O3.2Fe1P0.6,20.0,50.0,30.0,9.194102782566024,59.22131606616853,0.1280037332622334,0.4650561546128519,0.1448705390568931
321,Na0.4O3.15Fe1.05P0.55,20.0,52.5,27.500000000000004,9.1639517890318,61.978461961463246,0.12704811124131218,0.4650165595410711,0.15062132817457555
322,Na0.4O3.1Fe1.1P0.5,20.0,55.00000000000001,25.0,9.133997902479488,64.71758348533895,0.1263434874089529,0.46673655341723796,0.15902640284003294
323,Na0.4O3.05Fe1.15P0.45,20.0,57.49999999999999,22.5,9.104239196376325,67.4388568088362,0.1298692958199903,0.4692227471747318,0.163106278037851
324,Na0.4O3Fe1.2P0.4,20.0,60.0,20.0,9.0746737692147,70.14245581457942,0.1320182614271379,0.4689168657690971,0.17134720674670548
325,Na0.4O2.95Fe1.25P0.35,20.0,62.5,17.5,9.045299744107156,72.82855213381397,0.15212641804656285,0.4892698055549304,0.1693711220210946
326,Na0.4O2.9Fe1.3P0.3,20.0,65.0,15.0,9.016115268389182,75.49731518272637,0.16126439299639167,0.4864461955649924,0.17217586058653314
327,Na0.4O2.85Fe1.35P0.25,20.0,67.5,12.5,8.987118513229712,78.14891219806346,0.16037760765662992,0.4875782092226939,0.1664775037523203
328,Na0.4O2.8Fe1.4P0.2,20.0,70.0,10.0,8.958307673249092,80.78350827206668,0.1697662397135854,0.48487097448396277,0.1497491917196176
329,Na0.4O2.75Fe1.45P0.15,20.0,72.5,7.5,8.929680966144375,83.4012663867364,0.1597181025483235,0.47706363651163647,0.16887471576283197
330,Na0.4O2.7Fe1.5P0.1,20.0,75.0,5.0,8.901236632321798,86.00234744744128,0.16343932283827325,0.48835150679400263,0.1881036007070303
331,Na0.4O2.65Fe1.55P0.05,20.0,77.5,2.5,8.872972934536229,88.58691031588765,0.17282837925319672,0.49781430998052784,0.20740369190001978
332,Na0.4O2.6Fe1.6,20.0,80.0,0.0,8.844888157537488,91.1551118424625,0.0760055679519788,0.4267698327871203,0.07966190375594304
333,Na0.45O4.1P1.55,22.5,0.0,77.5,11.250509153615235,0.0,0.1541916598116266,0.4925156635993387,0.3821708949118295
334,Na0.45O4.05Fe0.05P1.5,22.5,2.5,75.0,11.2103901756647,3.2092748315293003,0.1947487285797253,0.5154694848014028,0.3135066833894022
335,Na0.45O4Fe0.1P1.45,22.5,5.0,72.5,11.170556307164771,6.395742636788137,0.20081283642517542,0.5217220814074046,0.2979289162489792
336,Na0.45O3.95Fe0.15P1.4,22.5,7.5,70.0,11.131004519639138,9.55964567550799,0.20058235698075935,0.517815395450248,0.2488230853064696
337,Na0.45O3.9Fe0.2P1.35,22.5,10.0,67.5,11.091731827352053,12.701222788432627,0.19366228604708446,0.5090525155475968,0.17382793770355368
338,Na0.45O3.85Fe0.25P1.3,22.5,12.5,65.0,11.052735286557049,15.82070945742088,0.19217171444967687,0.5078247359991841,0.16202477620457895
339,Na0.45O3.8Fe0.3P1.25,22.5,15.0,62.5,11.01401199476133,18.9183378642859,0.19075876651867665,0.5056519271442387,0.1253339626228587
340,Na0.45O3.75Fe0.35P1.2,22.5,17.5,60.0,10.975559090005676,21.994336948402,0.18092769430010067,0.4971785745506012,0.13794803002424433
341,Na0.45O3.7Fe0.4P1.15,22.5,20.0,57.49999999999999,10.937373750159312,25.048932463108866,0.17514158196242366,0.48959391002478597,0.2004377569581016
342,Na0.45O3.65Fe0.45P1.1,22.5,22.5,55.00000000000001,10.899453192229483,28.08234703094245,0.1669171493751245,0.4676884750840867,0.21488375529167242
343,Na0.45O3.6Fe0.5P1.05,22.5,25.0,52.5,10.861794671685328,31.09480019772096,0.16093032482815242,0.4683957176165382,0.22179042199294635
344,Na0.45O3.55Fe0.55P1,22.5,27.500000000000004,50.0,10.824395481795698,34.08650848551337,0.13808982509803588,0.46229453130459297,0.2340356465115258
345,Na0.45O3.5Fe0.6P0.95,22.5,30.0,47.5,10.78725295298067,37.05768544451751,0.1362895863109598,0.45989743017296014,0.22874208288960307
346,Na0.45O3.45Fe0.65P0.9,22.5,32.5,45.0,10.750364452176305,40.00854170387368,0.13441331233922216,0.4592290691601631,0.13839363979080443
347,Na0.45O3.4Fe0.7P0.85,22.5,35.0,42.5,10.713727382212417,42.9392850214392,0.13482542715764853,0.4616672366623591,0.1375598841706799
348,Na0.45O3.35Fe0.75P0.8,22.5,37.5,40.0,10.677339181203036,45.85012033254871,0.13315002367616752,0.4615238478985488,0.1343557837135921
349,Na0.45O3.3Fe0.8P0.75,22.5,40.0,37.5,10.641197321949228,48.74124979778414,0.13167485343604318,0.46207065280977067,0.13457430172952534
350,Na0.45O3.25Fe0.85P0.7,22.5,42.5,35.0,10.60529931135402,51.61287284977769,0.12968883601457756,0.46036391965417756,0.12860996264938895
351,Na0.45O3.2Fe0.9P0.65,22.5,45.0,32.5,10.569642689849116,54.4651862390708,0.12936303968646143,0.460982880208678,0.1258912461968526
352,Na0.45O3.15Fe0.95P0.6,22.5,47.5,30.0,10.534225030833136,57.29838407905103,0.13038141761640062,0.46280128859143715,0.1247280108131968
353,Na0.45O3.1Fe1P0.55,22.5,50.0,27.500000000000004,10.49904394012114,60.11265788998846,0.13099006842553632,0.4653675599938516,0.13353872627075647
354,Na0.45O3.05Fe1.05P0.5,22.5,52.5,25.0,10.464097055405098,62.90819664219271,0.13335787180575837,0.4686409844176037,0.14433510049246867
355,Na0.45O3Fe1.1P0.45,22.5,55.00000000000001,22.5,10.42938204572515,65.68518679831085,0.13440892366570245,0.4677199424008488,0.15103011432681693
356,Na0.45O2.95Fe1.15P0.4,22.5,57.49999999999999,20.0,10.39489661095132,68.44381235478605,0.15135811651882528,0.48889864858521237,0.15819004520887656
357,Na0.45O2.9Fe1.2P0.35,22.5,60.0,17.5,10.360638481275483,71.18425488249667,0.15894690631629216,0.4875276705368708,0.16292233203785284
358,Na0.45O2.85Fe1.25P0.3,22.5,62.5,15.0,10.326605416713374,73.90669356659421,0.1593623701385405,0.4855463449902247,0.16242919593141167
359,Na0.45O2.8Fe1.3P0.25,22.5,65.0,12.5,10.29279520661634,76.61130524555865,0.15966254100659902,0.4861054990959863,0.16020724950640117
360,Na0.45O2.75Fe1.35P0.2,22.5,67.5,10.0,10.25920566919268,79.2982644494892,0.1630454327228806,0.47971297643614524,0.14463325085219925
361,Na0.45O2.7Fe1.4P0.15,22.5,70.0,7.5,10.225834651038308,81.9677434376475,0.1629820702348939,0.47898907520630035,0.15060995642988334
362,Na0.45O2.65Fe1.45P0.1,22.5,72.5,5.0,10.192680026676564,84.61991223527093,0.16275417177734625,0.4903323015691662,0.18178482514897185
